estimate	se	df	Tval	pval	protein	taxonomy	qval	signif
2.14869494919308	0.201376405276695	189.568474087817	10.6700432269646	4.06939826245663e-21	P07118	Escherichia coli (strain K12)	3.15032850393576e-19	TRUE
2.50852317869284	0.215597634182533	112.73244853491	11.6352073537552	4.92661567396348e-21	P0A7A7	Escherichia coli (strain K12)	3.74331557597633e-19	TRUE
1.95191880521058	0.180782427590238	168.383962575544	10.7970604844117	5.52219029243113e-21	P07813	Escherichia coli (strain K12)	4.11955395815362e-19	TRUE
2.4108437368261	0.213803837490769	129.593398814027	11.2759610169775	5.69109378381284e-21	P21513	Escherichia coli (strain K12)	4.16974246339001e-19	TRUE
2.19837769771754	0.199596877516654	136.754889085986	11.0140886223739	1.36794024849184e-20	P33599	Escherichia coli (strain K12)	9.84676989396844e-19	TRUE
2.52500817454464	0.21197675953976	95.3770239054177	11.9117217379249	1.3965061073284e-20	P0AC53	Escherichia coli (strain K12)	9.87907682477314e-19	TRUE
2.34666795980107	0.192309164060291	86.0207240075025	12.2025800032357	1.83291083641526e-20	P05042	Escherichia coli (strain K12)	1.27464968844268e-18	TRUE
2.51321876945188	0.20656103632836	86.7664383349953	12.16695468867	1.87147797708224e-20	P06149	Escherichia coli (strain K12)	1.27977902332807e-18	TRUE
2.61897550824598	0.20555313768185	74.3731975674697	12.7411118009766	2.22195804883686e-20	P69786	Escherichia coli (strain K12)	1.49453997940617e-18	TRUE
2.04985131409134	0.17342415003153	94.4973659378363	11.8198723402632	2.49920989124664e-20	P22256	Escherichia coli (strain K12)	1.6539126102879e-18	TRUE
2.08815090455553	0.211151524406126	319.610928725204	9.88934799513552	2.70416135389886e-20	P0A8T7	Escherichia coli (strain K12)	1.76113873572175e-18	TRUE
2.36962483666145	0.198258193825876	87.8497467542607	11.9522164049503	4.08834382623064e-20	P08312	Escherichia coli (strain K12)	2.62101167484755e-18	TRUE
2.13194012589714	0.168788966542318	72.8479400613926	12.6308026500217	4.9915267397642e-20	P02930	Escherichia coli (strain K12)	3.15080526357731e-18	TRUE
2.14053285156448	0.154353012076745	57.283507601857	13.8677750616243	5.85214604996329e-20	P0A9P4	Escherichia coli (strain K12)	3.63808412772718e-18	TRUE
2.27555687805688	0.185428151404073	76.9283053700813	12.271906184828	8.50515218349374e-20	P62399	Escherichia coli (strain K12)	5.20845364311564e-18	TRUE
2.31927763376435	0.182896377555812	69.5959037086858	12.680828700703	9.18807429049421e-20	P0A786	Escherichia coli (strain K12)	5.54392188439672e-18	TRUE
2.32657374307355	0.219036111093052	141.159987740655	10.6218729480873	9.86719358359824e-20	P0A9W3	Escherichia coli (strain K12)	5.86740511210197e-18	TRUE
2.38727105905233	0.215633905705262	109.318427599039	11.0709447628118	1.46604653568212e-19	P21599	Escherichia coli (strain K12)	8.59312705129106e-18	TRUE
2.77130990365245	0.179037438113219	44.4656007207324	15.4789407894674	1.60192019605882e-19	P77689	Escherichia coli (strain K12)	9.2572937527174e-18	TRUE
2.62810315622453	0.236699519482124	106.461136315986	11.1031199470729	1.72834901842406e-19	Q47146	Escherichia coli (strain K12)	9.84918892026934e-18	TRUE
2.39606155045806	0.204762321053739	84.800130185276	11.7016721539761	2.18357504550462e-19	P0AB89	Escherichia coli (strain K12)	1.2272888235213e-17	TRUE
2.22811583078448	0.187212828104357	79.833957278425	11.9015125904859	2.26218563665583e-19	P31979	Escherichia coli (strain K12)	1.24489236444416e-17	TRUE
2.17991228889141	0.162178418299068	57.3342626050832	13.4414449946817	2.2755770736854e-19	P39342	Escherichia coli (strain K12)	1.24489236444416e-17	TRUE
2.20153737375288	0.161733556807721	55.5112919865695	13.6121248874171	2.47980229814631e-19	P76217	Escherichia coli (strain K12)	1.33876695122294e-17	TRUE
2.07445423948998	0.161278660345155	63.1709666918127	12.862546322312	2.65686237889649e-19	P0A9D8	Escherichia coli (strain K12)	1.41572809618341e-17	TRUE
2.05168664630798	0.18843943682484	112.433685457002	10.8877774253543	2.75012895734964e-19	P33136	Escherichia coli (strain K12)	1.44663834769302e-17	TRUE
2.06112962864722	0.159884502803741	62.266853532168	12.8913659079096	3.11558136441576e-19	P29012	Escherichia coli (strain K12)	1.61813042255669e-17	TRUE
1.94710187768158	0.132609373398197	47.1365604442292	14.6829882970252	3.3006340053433e-19	P0ACJ0	Escherichia coli (strain K12)	1.69281266549044e-17	TRUE
2.04157525540235	0.193561207019662	128.53500113755	10.5474401965006	4.03720120619882e-19	P0AD61	Escherichia coli (strain K12)	2.0450168579054e-17	TRUE
2.0302051539648	0.152609583823642	56.1113741607528	13.3032611917148	5.38719282268824e-19	P0A8W8	NA	2.69556733554754e-17	TRUE
1.9618702529693	0.167116589873239	78.7670723426822	11.7395301954008	5.58588831724063e-19	P18843	Escherichia coli (strain K12)	2.7613132247757e-17	TRUE
2.30117693628592	0.221100713942015	132.140595273205	10.4078222781742	6.77308737823753e-19	P04079	Escherichia coli (strain K12)	3.30833065629864e-17	TRUE
2.15203276882501	0.188321673915483	84.3987918937179	11.4274301203951	8.06423974097963e-19	P0A9K3	Escherichia coli (strain K12)	3.89265595967523e-17	TRUE
2.47498508022731	0.194244996876245	60.4997278247062	12.7415641073327	8.83889747067213e-19	P0A903	Escherichia coli (strain K12)	4.21697631653114e-17	TRUE
2.37513601166464	0.233564221991166	147.382473273947	10.1690917873307	9.82322315838924e-19	P27298	Escherichia coli (strain K12)	4.63272236998518e-17	TRUE
1.97095731600928	0.189200503696552	123.466882690279	10.417294232844	1.27884263974208e-18	P07395	Escherichia coli (strain K12)	5.96260380779747e-17	TRUE
2.65179609785104	0.226051527348424	74.1944331201057	11.7309364327528	1.43018543616626e-18	P31677	Escherichia coli (strain K12)	6.59331555571927e-17	TRUE
2.36528747213823	0.194749410129613	66.3076382421544	12.1452869642277	1.61957486270341e-18	P0AE08	Escherichia coli (strain K12)	7.38346184630234e-17	TRUE
2.39918850184922	0.228666987275584	115.227771173663	10.492063285715	1.75112792750997e-18	P16659	Escherichia coli (strain K12)	7.89547020502574e-17	TRUE
2.34169014624815	0.215265443847295	94.7847186082914	10.878151664274	2.29118844298061e-18	P26616	Escherichia coli (strain K12)	1.02182023712494e-16	TRUE
2.41455289264167	0.189854635535674	56.9601352235756	12.7179032833674	2.78381477683355e-18	P0ABJ9	Escherichia coli (strain K12)	1.2281711859514e-16	TRUE
2.11759253933	0.212889078482582	151.759117373348	9.94692895673018	2.92771402258924e-18	P08997	Escherichia coli (strain K12)	1.27791602496634e-16	TRUE
3.04622094232347	0.192241772935603	37.3987838328591	15.8457805283761	3.54592232583242e-18	P41052	Escherichia coli (strain K12)	1.53146518977794e-16	TRUE
2.53218215610419	0.204330459918879	59.7811784128001	12.3925828636097	3.67029902043399e-18	P21888	Escherichia coli (strain K12)	1.5686705084209e-16	TRUE
2.06425492393374	0.200438192753622	118.003445975056	10.2987105180653	3.91348731689825e-18	P07003	Escherichia coli (strain K12)	1.65536478981789e-16	TRUE
2.80626580539339	0.254578768857797	85.2943844871537	11.0231729770086	4.39984339086324e-18	P10121	Escherichia coli (strain K12)	1.841665236393e-16	TRUE
2.30081008073998	0.195631199291236	68.2992456788549	11.7609567853989	4.46354840880873e-18	P09169	Escherichia coli (strain K12)	1.841665236393e-16	TRUE
2.16932728024891	0.228293223763859	212.78683518419	9.50237262623619	4.48858210185961e-18	P21179	Escherichia coli (strain K12)	1.841665236393e-16	TRUE
2.37094924050888	0.217379795576618	88.4373235887254	10.906943923743	4.74403003805484e-18	P0AB71	Escherichia coli (strain K12)	1.92720348971674e-16	TRUE
2.36794138737703	0.230079468557313	115.95883543352	10.2918413460572	4.85234351430887e-18	P21499	Escherichia coli (strain K12)	1.95187896462836e-16	TRUE
2.33492014599923	0.197851250372247	66.8813454993226	11.8013919123898	5.26177904343987e-18	P0AGD7	Escherichia coli (strain K12)	2.0960271276926e-16	TRUE
1.97846994999262	0.184592105530296	94.2050991720504	10.718063723846	5.38608829416174e-18	P09148	Escherichia coli (strain K12)	2.12491541066785e-16	TRUE
2.08168406189626	0.174358760878168	63.2251765038745	11.939084972913	7.50921359132111e-18	P0A715	Escherichia coli (strain K12)	2.93431460620862e-16	TRUE
2.55514802122399	0.184841493256957	44.8975985599484	13.8234547676585	8.69130145601388e-18	P52643	Escherichia coli (strain K12)	3.34474126267023e-16	TRUE
2.51253939945614	0.216156486652933	67.6993822231728	11.6237057622534	8.72257653194529e-18	P0A6J5	Escherichia coli (strain K12)	3.34474126267023e-16	TRUE
2.07086305224497	0.177071514449961	66.1344775493181	11.6950660227745	9.40025938582311e-18	P02359	Escherichia coli (strain K12)	3.5712281722252e-16	TRUE
2.27767686637329	0.221289012127586	108.207368291186	10.292769823836	9.84503762054314e-18	P0AG30	Escherichia coli (strain K12)	3.70588893184298e-16	TRUE
2.21549436035915	0.230662151119683	170.332461207276	9.60493236365254	9.97800761809937e-18	P00864	Escherichia coli (strain K12)	3.72179684155106e-16	TRUE
2.04652456560436	0.172227188337878	62.5911006708625	11.8827032209888	1.08245877296583e-17	P16456	Escherichia coli (strain K12)	4.00119670763856e-16	TRUE
1.98525546640428	0.184266012423989	85.6942267127747	10.7738559069498	1.30495458537032e-17	P0A7B1	Escherichia coli (strain K12)	4.78056130694144e-16	TRUE
2.41319101064937	0.191949143930937	53.4741905963278	12.5720332022821	1.3438803359286e-17	P0ACI0	Escherichia coli (strain K12)	4.87959382151775e-16	TRUE
2.36153790883743	0.233279293273779	114.585192441977	10.1232212927956	1.36105918042718e-17	P37685	Escherichia coli (strain K12)	4.89861913797606e-16	TRUE
2.42445554033682	0.169925571726517	41.2072885362063	14.2677497901187	1.53759924431502e-17	P61320	Escherichia coli (strain K12)	5.48588669515177e-16	TRUE
2.66385778859129	0.220290685894726	57.3205733965597	12.092466723102	2.07249932155914e-17	P27248	Escherichia coli (strain K12)	7.33057303134237e-16	TRUE
2.28361913719702	0.179922525507426	50.4724530574279	12.692235898516	2.50099525101933e-17	P0ABU2	Escherichia coli (strain K12)	8.73553820817562e-16	TRUE
2.17179038419233	0.223187888103676	136.696044989128	9.73077169484878	2.51229224607537e-17	P10408	Escherichia coli (strain K12)	8.73553820817562e-16	TRUE
2.15517721712889	0.212633015075196	106.426589400935	10.1356659800301	2.65224163789141e-17	P00509	Escherichia coli (strain K12)	9.14466171451131e-16	TRUE
2.04121617700394	0.202435206893505	106.792095631836	10.0833062011677	3.36680501022196e-17	P0A6H5	Escherichia coli (strain K12)	1.15116674641173e-15	TRUE
2.06123340564233	0.149797023206202	42.1666057430714	13.7601760136779	3.42910050173522e-17	P0AB67	Escherichia coli (strain K12)	1.16277680649749e-15	TRUE
2.1911724552444	0.198250379753072	70.9121360699543	11.052551112253	4.4441107819272e-17	P0AEM9	Escherichia coli (strain K12)	1.4946054539547e-15	TRUE
1.92769927737211	0.142177386697196	42.2894578856465	13.5584098298111	5.41214399887027e-17	P0ADV7	Escherichia coli (strain K12)	1.7999368398995e-15	TRUE
2.59447577992361	0.189018806647423	41.3396544617365	13.7260192567139	5.43973112716398e-17	P16681	Escherichia coli (strain K12)	1.7999368398995e-15	TRUE
2.00647081582489	0.160208253227468	49.4418589269615	12.5241413934902	5.92660618586721e-17	P62620	Escherichia coli (strain K12)	1.94534921444905e-15	TRUE
2.53451097797775	0.200574093414472	48.216281004934	12.6362828560335	6.49727694878055e-17	P0A9L8	Escherichia coli (strain K12)	2.11574026355925e-15	TRUE
2.01866444418082	0.208740089084616	125.654856150294	9.67070797484675	7.10916531598588e-17	P0AC41	Escherichia coli (strain K12)	2.29676419618032e-15	TRUE
2.28776703902744	0.226243971198279	97.4806720812175	10.111946969948	7.30529084982107e-17	P15639	Escherichia coli (strain K12)	2.34168815287624e-15	TRUE
1.91014609939818	0.184895025539226	88.0951043938329	10.330976151616	7.45110060802397e-17	P0AG80	Escherichia coli (strain K12)	2.36991207711026e-15	TRUE
2.4023625969421	0.211386258531323	62.4629355463143	11.3648002175417	7.59767575246928e-17	P31663	Escherichia coli (strain K12)	2.39794335479857e-15	TRUE
2.22430112315248	0.197183933997196	63.7322291054762	11.2803364760139	7.84870665254124e-17	P76578	Escherichia coli (strain K12)	2.45826285460891e-15	TRUE
2.29438260315454	0.24546660746863	159.032814558583	9.34702535230888	7.95360560083666e-17	P06959	Escherichia coli (strain K12)	2.47224574092673e-15	TRUE
1.98179282451206	0.168049615967644	55.8460523041154	11.792903025102	8.6800504245947e-17	P0A717	Escherichia coli (strain K12)	2.67776292421895e-15	TRUE
2.45854008285197	0.251181029441068	113.168882436481	9.78792103974871	9.27252324913245e-17	P0A836	Escherichia coli (strain K12)	2.8391912605366e-15	TRUE
2.0744547062706	0.223808735586275	166.083213486376	9.26887282052013	9.63549751246142e-17	P00956	Escherichia coli (strain K12)	2.92847750323179e-15	TRUE
2.31491623853598	0.235713905678225	109.938591878786	9.82087260348605	1.01216442924052e-16	P27302	Escherichia coli (strain K12)	3.05361077439253e-15	TRUE
2.50760827058301	0.201580960057475	48.4355656863383	12.4397079459689	1.07814988206793e-16	P0AA16	Escherichia coli (strain K12)	3.22894085118591e-15	TRUE
2.41185547163315	0.203463144423245	54.2400962895051	11.8540165024483	1.10756707965975e-16	P0A759	Escherichia coli (strain K12)	3.29300559988692e-15	TRUE
1.98296514014617	0.206254305548932	123.138403741972	9.61417573741623	1.15300075527651e-16	P0A799	Escherichia coli (strain K12)	3.4034259704313e-15	TRUE
2.71007829204755	0.2552182298785	74.3468287152163	10.6186705132221	1.48374525398517e-16	P21170	Escherichia coli (strain K12)	4.34843341221511e-15	TRUE
2.08999682007226	0.218797652423452	124.297762014133	9.55219033167395	1.50686030529449e-16	P04983	Escherichia coli (strain K12)	4.38485661888178e-15	TRUE
2.25985662214868	0.20043034455279	60.7312083631665	11.2750223884062	1.57837014124632e-16	P0ACA3	Escherichia coli (strain K12)	4.56060048558707e-15	TRUE
2.41120489694102	0.21560687427242	62.1498218719881	11.1833396086178	1.60633064113705e-16	P76113	Escherichia coli (strain K12)	4.60893330110861e-15	TRUE
2.14672303712709	0.195552913243928	65.6103387815782	10.9777093141503	1.68988543503e-16	P78067	Escherichia coli (strain K12)	4.8149999582834e-15	TRUE
2.42970188498899	0.238381222352632	85.8557296626833	10.1925053534409	1.88973885433832e-16	P0ADG7	Escherichia coli (strain K12)	5.34730932368975e-15	TRUE
2.04284495842857	0.188156447728734	67.2698804055836	10.857161596576	1.95764496347606e-16	P0ACJ8	Escherichia coli (strain K12)	5.50151868845361e-15	TRUE
2.426989630525	0.172882367692147	37.1521231294544	14.0383872740959	1.97243178273359e-16	P0ABA4	Escherichia coli (strain K12)	5.50536571738499e-15	TRUE
2.1413143702507	0.205902669646702	78.3879675233571	10.3996435496678	2.04406719077269e-16	P60240	Escherichia coli (strain K12)	5.6667619484732e-15	TRUE
2.13623084706998	0.190813908274276	60.4205369892167	11.1953623632055	2.27161728998341e-16	P23839	Escherichia coli (strain K12)	6.25533271194759e-15	TRUE
2.06594423496666	0.193589674578857	70.4797368076652	10.6717687266173	2.29378639558635e-16	P00805	Escherichia coli (strain K12)	6.27427038739387e-15	TRUE
2.16513149496554	0.189792493497079	57.1643407159188	11.4078879257617	2.31999196696438e-16	P30859	Escherichia coli (strain K12)	6.3039251923542e-15	TRUE
2.26678491529597	0.216764689686247	75.8030002303554	10.4573531721287	2.34849258736792e-16	P0AFG6	Escherichia coli (strain K12)	6.33938492498064e-15	TRUE
1.98437241554105	0.183653525999575	67.2454724075361	10.8049785853044	2.42070213407676e-16	P29745	Escherichia coli (strain K12)	6.49159533079539e-15	TRUE
2.22301935343037	0.193326751694106	55.5481392949745	11.4987674181159	2.56701937887515e-16	P0A9C3	Escherichia coli (strain K12)	6.83927305943166e-15	TRUE
2.15270879741527	0.192808808006131	60.1775545676206	11.1649919922062	2.68480798558603e-16	P0A7V3	Escherichia coli (strain K12)	7.09136676117864e-15	TRUE
2.2551217906355	0.245675959637268	154.207730380591	9.17925300450688	2.6962057390784e-16	P0A6Z3	Escherichia coli (strain K12)	7.09136676117864e-15	TRUE
2.15472615895159	0.225980014427277	116.98787607912	9.53502974328292	2.72062940434467e-16	P0AEX9	Escherichia coli (strain K12)	7.11002703568548e-15	TRUE
2.05463944099079	0.218300483302631	127.052997648778	9.41197843406711	2.77286562586786e-16	P08839	Escherichia coli (strain K12)	7.20067573603533e-15	TRUE
2.29128812519224	0.189363625226229	48.1139722290122	12.0999380026385	3.32740840613704e-16	P27250	Escherichia coli (strain K12)	8.58638785558507e-15	TRUE
2.41288153346435	0.178187585037442	38.3322467419164	13.5412438131273	3.4511978540895e-16	P0AFX9	Escherichia coli (strain K12)	8.85016549708075e-15	TRUE
2.04163745282651	0.172576979186025	50.3660233017483	11.8303000924926	3.74180179451742e-16	P0A901	Escherichia coli (strain K12)	9.53578432478569e-15	TRUE
2.13967399690284	0.210548348618947	81.4443413491272	10.162387931027	3.84242977195092e-16	P0AFK0	Escherichia coli (strain K12)	9.73178355204607e-15	TRUE
2.13132122281941	0.208590253292777	77.8575310180044	10.2177411896034	4.92055993971453e-16	P13482	Escherichia coli (strain K12)	1.2385924805306e-14	TRUE
2.18081873015736	0.188854541790958	52.4531222820678	11.5476107139181	5.05041084291477e-16	P68187	Escherichia coli (strain K12)	1.25874055304549e-14	TRUE
2.16747867577794	0.189039274673839	53.426497627653	11.4657585283144	5.06195932860118e-16	P76268	Escherichia coli (strain K12)	1.25874055304549e-14	TRUE
2.017102646575	0.187446783961522	64.2805827564408	10.7609349381479	5.12331247174197e-16	P09424	Escherichia coli (strain K12)	1.26632235370827e-14	TRUE
2.38423626425922	0.194416521234668	45.4232647585846	12.263547609626	5.16755451683327e-16	P0A6I0	Escherichia coli (strain K12)	1.26960935224952e-14	TRUE
2.57045983540249	0.204413653877644	42.5748539509617	12.574795208842	6.29730670619238e-16	P77444	Escherichia coli (strain K12)	1.53796722711353e-14	TRUE
2.13773232638344	0.224890288460418	106.711834585701	9.50566759026457	6.87318696704086e-16	P0A9C5	Escherichia coli (strain K12)	1.66867965241235e-14	TRUE
2.6022198049561	0.168606075427981	30.1473190775216	15.4337250205887	7.43424909854774e-16	P0A7G2	Escherichia coli (strain K12)	1.78965639409716e-14	TRUE
2.07990214827956	0.224232614355658	123.254603243321	9.27564508961485	7.45871906874519e-16	P77804	Escherichia coli (strain K12)	1.78965639409716e-14	TRUE
2.50919731134603	0.247240231373093	75.9594726535622	10.148822857068	8.73508936266763e-16	P28304	Escherichia coli (strain K12)	2.0837250962224e-14	TRUE
2.2114638904018	0.257715166004776	251.025638000963	8.58103900009058	9.9323439522003e-16	P0AFG8	Escherichia coli (strain K12)	2.3556304760623e-14	TRUE
2.4108643754615	0.264387224729072	132.565253259746	9.11868709969631	1.06246112558139e-15	P0A6T1	Escherichia coli (strain K12)	2.50533218290831e-14	TRUE
2.46148769995174	0.191903402566664	39.3993949872418	12.8267017000736	1.20344878872098e-15	P0ACY1	Escherichia coli (strain K12)	2.82157164578411e-14	TRUE
2.24665622485362	0.265727939310522	300.009535427135	8.45472339371977	1.23726480230965e-15	P0A8V2	Escherichia coli (strain K12)	2.88437357038437e-14	TRUE
2.60510853737795	0.185319202922813	33.4413658418175	14.0574128114667	1.3572885809829e-15	P0AA91	Escherichia coli (strain K12)	3.14630228687731e-14	TRUE
2.1578148532029	0.212822687106527	72.5783429386741	10.1390264475085	1.5036320082128e-15	P00370	Escherichia coli (strain K12)	3.46595625263883e-14	TRUE
1.62867298125028	0.147904619710976	54.3763470588786	11.0116437500932	1.84166286492011e-15	P52697	Escherichia coli (strain K12)	4.22142052221631e-14	TRUE
2.29210634364612	0.22990886456601	75.9465210538534	9.96963013136894	1.90937482736855e-15	P0A6P5	Escherichia coli (strain K12)	4.33026752183251e-14	TRUE
