	Organism	hpd_2.5	hpd_97.5	mc_error	mean	n_peptides	sd
E5RGS4;O60925	Homo sapiens	-0.2312993920904637	0.257493206770418	0.005275499369766554	-0.004863739167693824	2.0	0.11853601219531855
E5RJI3;B4DKJ6;E5RIU9;Q8WUX9	Homo sapiens	0.3827112176481972	0.718577009468412	0.003546866003675229	0.5379738786008286	2.0	0.09126026186386088
E7EN32;O00255-3;O00255-2;O00255	Homo sapiens	-0.08151261906902227	0.4836762683045732	0.007080448227811442	0.1810305559938409	2.0	0.1667091203795367
E9PD53;Q9NTJ3;F5H0U7	Homo sapiens	-0.3083478593198057	0.09678268254301296	0.005105888555229511	-0.06766673318604043	2.0	0.10905053944292306
E9PHA2;Q15003;B4E189;C9J470	Homo sapiens	-0.11366842799201166	0.11419158542094808	0.0026293719984768517	0.002110399739763921	2.0	0.059070075276330215
E9PJF5;Q9HCU9;H0YCF7;G5E9I4	Homo sapiens	1.168315786128451	2.7047567086609763	0.018724335219463675	1.8662950754349208	2.0	0.3787352456551593
E9PKG1;Q99873-3;Q99873-2;G5E9B6;Q99873;H7C2I1	Homo sapiens	0.007601619520423708	0.7319180439561317	0.00797386261512505	0.3713768774203957	2.0	0.1850564868749608
E9PKV2;Q9NRX2	Homo sapiens	0.426478496414777	0.7874523016580202	0.004054095311582892	0.5912249115891277	2.0	0.09701140786170227
E9PM72;E7ET21;Q9NVC6;E9PJZ4	Homo sapiens	-0.2278201281857595	0.17297913721964905	0.003760119807743644	0.005469921398245452	2.0	0.08949324697136044
E9PN51;F8W9K7;E9PPW7;O00217;E9PKH6	Homo sapiens	-0.17646121934121234	0.4497636467315504	0.0073256801325565675	0.08514851137239476	2.0	0.16927661314720666
E9PNW8;E7ETC1;Q8WVX9	Homo sapiens	-0.11033089708051336	0.10485243386804108	0.0023954255588928795	-0.01014340939269248	2.0	0.05347673854759975
F5H442;Q99816	Homo sapiens	-0.08785649265896735	0.22416416600632355	0.00348514132746395	0.04581236822277738	2.0	0.08358684215861713
F5H5U2;Q8NHQ9;Q8IYH0	Homo sapiens	-0.04893145853218999	0.23997454562750145	0.003439211383105468	0.08003951516489889	2.0	0.08869082269117061
F5H6I7;Q6DD88;F5GWF8	Homo sapiens	-0.4803915876809489	0.2816065060313356	0.007729631838234531	-0.07198679373540158	2.0	0.1800952329699741
F8W1B9;O95619;F8VTR4	Homo sapiens	0.029359381514377492	0.8824717100811109	0.010395410020788715	0.3947676916858094	2.0	0.24220010140301715
F8W7C6;P27635	Homo sapiens	0.03776968990406626	0.352643587672444	0.0034068972402874773	0.1783514713671458	2.0	0.08084475745267425
F8WF90;C9JQU6;F8WF33;B4DWQ6;O75915	Homo sapiens	0.13306524314905946	0.3814667713609528	0.0031166712374506213	0.2455504319589754	2.0	0.06629837228564239
G3V1U5;F5H6U7;Q9Y3E0	Homo sapiens	0.33183728058458106	0.8855208065736835	0.0070336393983650575	0.5875582739643249	2.0	0.15138162359404522
G3V203;Q07020;F8VWC5;H0YHA7;F8VUA6	Homo sapiens	-0.2278292959624601	0.028605804683801136	0.0030013705972110386	-0.08360388956008916	2.0	0.06526539660740874
G3V2K8;G3V367;Q64LD2	Homo sapiens	0.01868704221051247	0.2776210266398802	0.0036244931760635634	0.13584322424088002	2.0	0.07234956919503581
G3V3G9;B7Z8C9;Q5TAQ9	Homo sapiens	-0.39162980092867533	0.34608138818318834	0.007690872338460351	-0.003917842684690353	2.0	0.19090561749198512
G8JLA1;Q8NBN7	Homo sapiens	0.2504765606078472	1.2165198273177438	0.01100332445062933	0.7190665532476362	2.0	0.2586080348188661
G8JLB3;Q9Y606-2;Q9Y606;F5H1S9	Homo sapiens	0.18031495006583648	0.9354176147300206	0.010092442272398677	0.5555960563159461	2.0	0.21483608137183494
H0Y2Q1;Q96FX7	Homo sapiens	-0.16894295382135413	0.18275924178392425	0.004071008670298072	0.010485637731461862	2.0	0.08675314523922514
H0Y612;Q9UPN9-2;Q9UPN9	Homo sapiens	0.7265773926188209	1.4560486676263202	0.00898271097851228	1.0589561904079328	2.0	0.19346583770048886
H0YET3;Q14207	Homo sapiens	-0.09055572557273626	0.10434097578168472	0.0023124175949067035	0.007983681785491935	2.0	0.05173724556891667
H0YJ40;G3V4X6;Q9GZT3;G3V2S9;H0YJW7	Homo sapiens	-1.4498150709638975	-0.6257071566340042	0.010579733720377238	-1.0267691795980758	2.0	0.22044043742976027
H0YN26;F2Z3H3;P39687	Homo sapiens	0.012560815945902748	0.4135273444239901	0.004923624455767683	0.19117407074109305	2.0	0.10428869342084747
H3BTB7;Q5JPH6;H3BRF5	Homo sapiens	-0.047048864057167065	0.13004200178745884	0.002058910030988077	0.025645520762387592	2.0	0.04471470068884773
H3BV04;H3BN93;H3BUB6;H3BPL9;F5H353;O15127	Homo sapiens	-0.12500954258864794	0.1109379719196058	0.0025223760093775896	-0.02325454570505974	2.0	0.05921155999012812
H3BV16;H3BPJ9;Q96II6;O96000	Homo sapiens	0.010106289073942502	0.32935761431750404	0.003323168304028194	0.14352123984309995	2.0	0.0875738250614033
H3BV90;Q6FI81-3;Q6FI81;Q6FI81-2	Homo sapiens	0.09881871873336548	0.406221452424606	0.003236706495644319	0.2345138721461926	2.0	0.08023738031113084
H7C0N4	Homo sapiens	-0.028278608676606733	0.5287574913067061	0.006603728729082342	0.18071780446062816	2.0	0.15734654302632098
H7C0R7;Q9UHQ9	Homo sapiens	-0.9632126441187222	-0.2373288564973101	0.00927111959250725	-0.6084744931631992	2.0	0.19788054019176735
H7C0V9;P05067-10;E9PEV0;P05067-3;P05067-4;P05067-5;P05067-6;E9PG40;P05067-7;B4DII8;P05067-8;P05067-9;P05067;H7C104	Homo sapiens	0.2839623840860505	1.0148992091647386	0.009362649549935235	0.6051944934724006	2.0	0.2004023268377806
H7C0X4;B4DS50;Q92685-2;C9J7S5;Q92685;C9JQW2	Homo sapiens	-0.1392378128259581	0.07249742163590253	0.0025277014425991503	-0.02942938347059196	2.0	0.05826092315085419
H7C173;H7C202;Q6P582;Q6NZ67;B8ZZ87;H7BZ50	Homo sapiens	0.12211026700972333	0.6762095981112826	0.006799768493750992	0.3639486903505966	2.0	0.1475148014972375
H7C1Z9;Q9NWM8	Homo sapiens	-0.2704087403216318	0.4402178519408349	0.0072926841347308565	0.03395265202945373	2.0	0.17550789481786264
H7C3Y7;H0Y764;Q6ZNJ1-2;Q6ZNJ1-3;Q6ZNJ1;B4DVX0	Homo sapiens	-0.02577318372309706	0.3105924519822008	0.0035496617105941547	0.12385058950910552	2.0	0.09034584709377247
I3L254;Q01664	Homo sapiens	-0.2451098849686376	0.10545034063139504	0.004264452498503494	-0.04951839961917588	2.0	0.10417051170431887
O00148	Homo sapiens	0.07877503611687914	0.4703411224235392	0.004626732891783334	0.2708009497136024	2.0	0.10401375894859784
O00151	Homo sapiens	-0.3349995647483585	0.12166901933599986	0.004882649690613528	-0.07859309624705907	2.0	0.1185220043336219
O00178	Homo sapiens	0.0038684852156799093	0.28954559371404986	0.003516471397262707	0.11465705611501427	2.0	0.07668994180332518
O00257	Homo sapiens	-0.31345306282016944	0.3451188375276789	0.008032608279952606	0.026745557493757358	2.0	0.17210850496218688
O00442;O00442-2	Homo sapiens	-0.08822818770333507	0.1947905510717733	0.0033833337364999397	0.043727759830257694	2.0	0.07011933048098838
O00483	Homo sapiens	-0.1648682078089344	0.10428130562240988	0.003085053896740125	-0.020936786355293613	2.0	0.07195428550656323
O14497;O14497-2	Homo sapiens	0.00906119105737562	0.26677732564344603	0.0029347961586519084	0.11041458840140396	2.0	0.07105822132784198
O14579-2;F5H1E1;O14579	Homo sapiens	-0.6211312340414971	-0.09320684126568207	0.005955501023345297	-0.3184739793919236	2.0	0.14327312550171814
O14646-2;O14646	Homo sapiens	-0.2897400966810265	0.3195537952609618	0.006238299300164724	0.020135589141228902	2.0	0.15554665882655774
O14672;A8MY20	Homo sapiens	-0.06159798637679623	0.03408714432145054	0.0010033768549564648	-0.002839975221571285	2.0	0.02229070550596302
O14737	Homo sapiens	1.3853369285895094	2.5560752577192383	0.013568565134066363	1.9494196837626427	2.0	0.3020187377739814
O14744;O14744-2;G3V5W5;B4DX49;B4DV00;H0YJX6	Homo sapiens	0.1727563475984244	0.5309178555391589	0.004070727216821625	0.3242612500673896	2.0	0.0961559634849992
O14773-2;B4DSE2;O14773	Homo sapiens	-0.09332674786286166	0.19197226350011096	0.002969370189283632	0.028591011263345494	2.0	0.0765298902834354
O14818;Q5JXJ2	Homo sapiens	-0.0873208197472258	0.3394143252814177	0.005786574339290854	0.08614198432729106	2.0	0.11872245913360695
O15111	Homo sapiens	0.08032831974968685	0.3106280263442	0.002656513565976128	0.20141362202159055	2.0	0.06315863095159456
O15143	Homo sapiens	-2.2394027031867325	-0.8431140994576458	0.014981990632869474	-1.5270059479559543	2.0	0.36099818865682576
O15160;O15160-2	Homo sapiens	-0.6369771197333156	-0.31791830659326337	0.003658339368572176	-0.4762170018852795	2.0	0.08462530265802952
O15212	Homo sapiens	-0.1022961779402698	-0.00999526230097858	0.0010470561767145206	-0.05431852198536244	2.0	0.02510943162828733
O15427	Homo sapiens	-0.04841194404438642	0.6823714484379894	0.008786799331519409	0.3122777502939876	2.0	0.18697876190987014
O15460-2;O15460	Homo sapiens	0.4925542554455208	0.9290412885899971	0.005095587666756584	0.7131950908572287	2.0	0.11608701349744632
O43156	Homo sapiens	-0.4903047829933901	0.2423301672893469	0.008462862799516266	-0.07100450595958813	2.0	0.18101185854018087
O43379;O43379-4	Homo sapiens	-0.25647841232620594	0.3068923453313909	0.006687783347250648	0.008592791673693194	2.0	0.14310733781494353
O43447;C9JQD4;A6NM32	Homo sapiens	-0.0032695736548530308	0.21723801308278526	0.0024435575924056318	0.10003812268558923	2.0	0.05801570221297792
O43663	Homo sapiens	-0.0496417404211726	0.1353109419126684	0.0022503827918580587	0.0435710628795798	2.0	0.050269767372204066
O43760	Homo sapiens	-0.13124006597301208	0.12468089359838193	0.002949095259923877	-0.01260805855439067	2.0	0.06502693545821345
O43813	Homo sapiens	2.21442087064759	3.5816937299285723	0.015006479157719457	2.8972963206537004	2.0	0.3609034089546509
O60343-2;O60343-3;O60343	Homo sapiens	-0.17485468695960224	0.1746849177977286	0.004541184291602781	0.002812091615814105	2.0	0.09581046174799683
O60437	Homo sapiens	3.9392035032131063	5.5154326887905265	0.018801688143969604	4.701643286672678	2.0	0.41347471198571617
O60502-2;E9PGF9;O60502	Homo sapiens	-0.05213488137880832	0.031243130524671363	0.000956906393812584	-0.00871639704031855	2.0	0.021430177344111036
O60506;O60506-2	Homo sapiens	-0.11252976317885566	0.19970839267241275	0.003277333185692797	0.04152143000857464	2.0	0.07801324964448066
O60568	Homo sapiens	-0.2599273423949696	0.1930572036127995	0.004800695149585878	-0.0156263662048257	2.0	0.1151099048881619
O60832	Homo sapiens	-0.2402228496956196	0.313338915325604	0.005876993253915311	0.04618163844280282	2.0	0.13493493092091088
O60934	Homo sapiens	-0.14382716328157755	0.3336261516771644	0.00506106807900001	0.031742867622928515	2.0	0.10731812516759656
O75131	Homo sapiens	0.11338832367952878	0.3365787504969128	0.002633665606172249	0.2286319869846633	2.0	0.058967023912508236
O75208;H3BPY0;H3BNT2	Homo sapiens	-0.289338463658504	0.12534066981162673	0.004283695684090919	-0.04479102458855316	2.0	0.10328239558747357
O75223;B8ZZN4;E7EU55	Homo sapiens	-0.10474500051540717	0.15797712432650818	0.0027422788704668565	0.018525553240140682	2.0	0.06434935641298335
O75362	Homo sapiens	0.26806289062180405	0.9137673603939712	0.007521308418501775	0.5716685671475917	2.0	0.17530402232981926
O75368	Homo sapiens	-0.09759194314249947	0.15033443020198836	0.002730078069107643	0.028718120011858563	2.0	0.06256614300370954
O75489	Homo sapiens	-0.19739180246655644	0.4216425372093164	0.007108582301169984	0.07477828363079396	2.0	0.17263693212477976
O75521-2;O75521;C9J000	Homo sapiens	-0.14051115141303602	0.0396046155451046	0.001971955470361441	-0.037898785638440936	2.0	0.04695003377121997
O75531	Homo sapiens	-0.2574207481376311	0.2274093671903712	0.00539339440843753	-0.012915095747994378	2.0	0.12544600778871107
O75600;E2QC23	Homo sapiens	0.8035791022974967	1.1279668282214754	0.003862865596640665	0.9623737101129728	2.0	0.0863200486610188
O75695	Homo sapiens	0.4080492203512498	0.8278987097333855	0.004819599680250966	0.6302066629427335	2.0	0.10950816328714807
O75828	Homo sapiens	-0.10138568310154923	0.12593327441571775	0.0024689861031709924	0.013253855649612544	2.0	0.05299226387048368
O75940	Homo sapiens	-0.04552278722233776	0.41279742640893824	0.00631651470590986	0.13426860612026978	2.0	0.13033363063785824
O75947;O75947-2	Homo sapiens	-0.15734476074393908	0.1697245777997122	0.003977309420438081	0.015438537589231744	2.0	0.08301162015861135
O76021;B4DJ58	Homo sapiens	-0.11581566184959392	0.07960949163005407	0.002428855539993935	-0.009908951401856542	2.0	0.052508960114527416
O76071	Homo sapiens	-0.012043534522552413	0.07444081335378325	0.0009418278302982453	0.024098439669321733	2.0	0.021392447034751343
O76094;D6RDY6	Homo sapiens	0.6822613513689841	1.2048219017796693	0.00621608835179044	0.9213418606242704	2.0	0.13977338834504302
O95059	Homo sapiens	0.6512218076426118	1.1694189769857013	0.0065322420149043926	0.9249340693110918	2.0	0.13733652195384574
O95163	Homo sapiens	0.1776154206945441	0.3954442973835477	0.002719918014869995	0.2835708305901696	2.0	0.056334754845033023
O95202	Homo sapiens	-0.11333935472226328	0.07429904028151563	0.001828657381320415	-0.005668079676204787	2.0	0.04260778129380187
O95391	Homo sapiens	-0.8542352290039635	-0.2767504175128767	0.006828661894254668	-0.5478502600964689	2.0	0.1571700710263788
O95394;D6RF12;E9PF86	Homo sapiens	-0.16737546115480267	0.17832002037733746	0.004343542874470513	-0.00045369328684607686	2.0	0.09622637268638387
O95456-2;O95456	Homo sapiens	-1.1038168006295141	-0.5994628072428368	0.006130075295108136	-0.8498322080884809	2.0	0.12885710509091342
O95487-2;O95487;B7ZKM8	Homo sapiens	0.8405829908473609	1.258675351865333	0.004983176772417082	1.0541428421411525	2.0	0.11321187892874846
O95707	Homo sapiens	-0.0908158046783627	0.14821056202622754	0.0027344203156384585	0.027484228675528	2.0	0.062092398340216924
O95983-2;O95983	Homo sapiens	-0.24926975534729856	0.05166048771903349	0.0034994019755836287	-0.08625852533419212	2.0	0.08013402414045682
P00403	Homo sapiens	-0.07980085829206754	0.4783195416269913	0.006543280326281384	0.19151323378107152	2.0	0.14488299496669568
P00887	Escherichia coli (strain K12)	0.2862415503373152	1.228850989593335	0.011815692846851626	0.7181231224431701	2.0	0.24396282871248964
P00895	Escherichia coli (strain K12)	1.5180028891921733	1.7645537288243056	0.0031219783230014967	1.641420340988977	2.0	0.06236046802532495
P00904	Escherichia coli (strain K12)	0.3994162296324678	0.5863410306371092	0.002487768286374382	0.4919058965100172	2.0	0.04864306984655894
P01130-3;H0YNT7;P01130-4;H0YLU8;P01130;H0YMD1	Homo sapiens	-1.175552925654568	-0.7725844226553842	0.00488655818339829	-0.964362761074278	2.0	0.10303607795074383
P01891	Homo sapiens	0.4635321007743325	1.6453276439869289	0.014156576228281353	0.9655972538041114	2.0	0.3309844192975747
P02545;P02545-3;D6RAQ3;E7EUI9	Homo sapiens	0.13136241462980205	0.35312409910540565	0.002890454044324425	0.22853207258319205	2.0	0.058549543504880376
P02786;F8WBE5	Homo sapiens	-2.2215843244280027	-1.2012745096884814	0.011585222246914877	-1.6682682132941982	2.0	0.2781365342191263
P02918	Escherichia coli (strain K12)	1.5280081052757248	1.8211238013193587	0.0031645616510104888	1.6682469899723318	2.0	0.07531993877159117
P03018	Escherichia coli (strain K12)	0.7941855535153558	2.041056061132311	0.013251017427605252	1.4350647182927634	2.0	0.3269978438608452
P03024	Escherichia coli (strain K12)	1.2601636494526065	2.5451202648218865	0.013820439294287756	1.825121268816973	2.0	0.32857549200692515
P04179;B3KUK2;B4E3K9;P04179-2	Homo sapiens	-0.5643919942588093	0.05167582333026961	0.007576823479177766	-0.18013891234008525	2.0	0.1624177591897969
P04181	Homo sapiens	-0.16849364306223533	0.06661979875632715	0.002466849055421355	-0.04221115786204967	2.0	0.0617717851724703
P04406;E7EU54	Homo sapiens	0.7750207897466281	1.2607332407943548	0.005658392705137232	1.012342035064608	2.0	0.13075530165524332
P04632	Homo sapiens	0.5930160291917819	0.8079016859598098	0.0025662796131555084	0.7074564086051758	2.0	0.05464138870222831
P04792;B4DL87	Homo sapiens	0.08352033846090934	0.4758654144271737	0.0039750789389794115	0.2926966734739145	2.0	0.1014987510013034
P04843;F8WF32	Homo sapiens	-0.17591540550676132	0.246916366463501	0.0044847398259909	0.04596455076293847	2.0	0.10581865239908357
P04982	Escherichia coli (strain K12)	1.2503341390401577	1.7509759619687295	0.005166598022878869	1.4900802761324219	2.0	0.12734108143097927
P04994	Escherichia coli (strain K12)	1.4225931428462857	1.7785639921196594	0.004393220257486175	1.5972816117554198	2.0	0.09083047518734436
P05387	Homo sapiens	0.22039968033067914	0.4986677053345768	0.0029355636124553572	0.3571916071073588	2.0	0.07071084843514466
P05637	Escherichia coli (strain K12)	0.888314951665751	1.2214830500569367	0.0037098916033801907	1.059117244051088	2.0	0.08565859278792415
P05791	Escherichia coli (strain K12)	0.7275574206327106	1.4947612240157309	0.00880080317590418	1.0776574994216306	2.0	0.20235118835702334
P05852	Escherichia coli (strain K12)	1.8841863389835611	2.1870146788267557	0.0035559927919126227	2.0430063000350263	2.0	0.08027583272168934
P06280	Homo sapiens	-0.11411359108930845	0.2904029692624768	0.0042936610123401634	0.06231844279717109	2.0	0.1029883966109814
P06576;F8VPV9	Homo sapiens	0.5710929685364318	1.2776798779532366	0.008730848427956921	0.9497952655181892	2.0	0.1878657337977329
P06961	Escherichia coli (strain K12)	0.42069665946193546	1.1926003948203283	0.00960950854213405	0.7543100610289405	2.0	0.20692035819638085
P06966	Escherichia coli (strain K12)	0.09707339828327496	1.0004477440182102	0.009726077693798841	0.4725156766417196	2.0	0.2310525564621368
P06968	Escherichia coli (strain K12)	2.209197475984116	2.760851087781646	0.0064039375290417784	2.4628754956881256	2.0	0.14366191200362646
P06987	Escherichia coli (strain K12)	1.5355745020749003	2.5192239681323065	0.01147584075316996	1.995350853432515	2.0	0.2538900472561527
P07023	Escherichia coli (strain K12)	2.141548440871732	2.8156521616180767	0.008421603246094995	2.5035511854724626	2.0	0.17323971674615746
P07203	Homo sapiens	-0.17069999495555865	0.10703654597353207	0.0030253540074753078	-0.008382089575615911	2.0	0.06680433796906875
P07237;E7EPA8;I3L312;I3L3P5	Homo sapiens	-0.2413931459747486	0.1807979236477544	0.005109302461424489	-0.037161467748941315	2.0	0.10743266437583776
P07355;P07355-2;A6NMY6	Homo sapiens	0.8260563949631872	1.7964983898505675	0.011284410470741031	1.294899631726827	2.0	0.2567064063645864
P08194	Escherichia coli (strain K12)	0.8362390487549959	1.1110690839129818	0.003457791931823345	0.9730944374127902	2.0	0.07055729539588088
P08574	Homo sapiens	-0.10920546446799362	0.20905912460084866	0.003132798568607824	0.045156351404367634	2.0	0.07974800266742423
P08670	Homo sapiens	-0.4478965010368103	0.05951567771906574	0.005357674414879911	-0.15057553620267491	2.0	0.12614560724423335
P08758;E7ENQ5;E9PHT9	Homo sapiens	0.11082537207811682	0.29494388396619164	0.0022500748804544584	0.20480570488379052	2.0	0.04783779265933048
P09001;H0Y9G6;E7ETU7;E9PF06	Homo sapiens	0.036248892104721764	0.34667050312925113	0.0039131639095963625	0.180281958020282	2.0	0.09009670279477204
P09038-2;P09038-3;P09038-1;P09038	Homo sapiens	-0.1236735288874285	0.2295829898509288	0.004277755006754152	0.061583907127195574	2.0	0.08895318392158362
P09234	Homo sapiens	-0.649236829354724	-0.08743023252889548	0.007238422893492307	-0.3853863545470421	2.0	0.15014271860542358
P09980	Escherichia coli (strain K12)	0.36952891772964624	1.1653434013294872	0.009570144548605377	0.7197613116439804	2.0	0.21529128519856947
P0A6A8	Escherichia coli (strain K12)	0.973859440859153	1.1067975998611908	0.0014303184763738454	1.0397526264786805	2.0	0.0356993436385967
P0A6E6	Escherichia coli (strain K12)	1.535875815017252	2.9807507635284285	0.016900151882481874	2.2746025988146816	2.0	0.3800291727319385
P0A6H8	Escherichia coli (strain K12)	2.1353372072074763	2.9817626540705846	0.01044218099786788	2.5946696002077005	2.0	0.2269289505938045
P0A6K1	Escherichia coli (strain K12)	1.4795877052838056	1.9290510590351653	0.0046739905096941725	1.6984782973122348	2.0	0.1143648407864174
P0A6T9	Escherichia coli (strain K12)	1.0749934085905883	1.3663728139887232	0.003672826737741388	1.22913767324766	2.0	0.07587800835375352
P0A6W3	Escherichia coli (strain K12)	-0.29679927444956883	0.39325179072869376	0.007919180263995509	0.030345360853136088	2.0	0.18343303208506967
P0A6Z1	Escherichia coli (strain K12)	-0.1481946828514394	0.2547306371633071	0.005153572393063173	0.030872616354503918	2.0	0.11104161590299713
P0A746	Escherichia coli (strain K12)	0.8125922564163998	1.067457414503526	0.003024571735432511	0.9416942511835508	2.0	0.06464492086727103
P0A761	Escherichia coli (strain K12)	1.5911982957715705	2.0987396633805715	0.006135855194269761	1.834611494335063	2.0	0.13167421547581487
P0A7B3	Escherichia coli (strain K12)	-0.19445494365550373	0.5052497812744406	0.007527403650550428	0.1055988550959093	2.0	0.17450867343477905
P0A7C2	Escherichia coli (strain K12)	0.3168194808090485	0.7667424356104239	0.0049004690861779296	0.5692717123842462	2.0	0.11636407015545198
P0A7I0	Escherichia coli (strain K12)	1.8932036474348448	2.383954884693361	0.005605306322709386	2.1415708489484717	2.0	0.12846103457184546
P0A7I7	Escherichia coli (strain K12)	1.369449228160511	2.039828835833926	0.0074104226569969575	1.710293910658696	2.0	0.1706761465824966
P0A7M6	Escherichia coli (strain K12)	1.2796555385407782	1.5177587934822876	0.002588515054352819	1.39347577820851	2.0	0.06103672528606618
P0A7N9	Escherichia coli (strain K12)	0.9054535513858412	1.1647462308475036	0.003041598353528	1.0303687131562325	2.0	0.06789106218165793
P0A7P5	Escherichia coli (strain K12)	0.4486143316171345	1.1371642663827208	0.008402416568234409	0.8038048803666287	2.0	0.18787634440332512
P0A7T7	Escherichia coli (strain K12)	0.8812745468180767	1.0572613218935296	0.002089848695725782	0.9561105184218676	2.0	0.04512241892012405
P0A7Y8	Escherichia coli (strain K12)	1.9586411442903304	2.4564294104236613	0.006534272354469972	2.223549303885179	2.0	0.1305543178407046
P0A830	Escherichia coli (strain K12)	1.401299488254128	1.5836770230021753	0.0019549548660448587	1.4967570516065165	2.0	0.048898459297800935
P0A840	Escherichia coli (strain K12)	0.9612417142141694	1.393662514844987	0.0052098950236438004	1.158566287404163	2.0	0.11328198725749633
P0A8A2	Escherichia coli (strain K12)	-0.20423267810614626	0.5652988305222261	0.00902646264224812	0.12305142286923708	2.0	0.20854369871106068
P0A8C1	Escherichia coli (strain K12)	1.584085698689897	1.85176121617836	0.003113125322334293	1.7178669129995734	2.0	0.06663461922679245
P0A8E5	Escherichia coli (strain K12)	1.0798940887157022	1.930982781692388	0.009208708430443763	1.4978390817599416	2.0	0.2279867507818922
P0A8G0	Escherichia coli (strain K12)	0.5219186244861566	1.050701622294132	0.006078469567844328	0.7469576145704881	2.0	0.13774370850322912
P0A8H6	Escherichia coli (strain K12)	1.1273375227151508	1.5293132005993555	0.004982588307749285	1.3106265607825243	2.0	0.1034526611814851
P0A8R7	Escherichia coli (strain K12)	0.5311051413891037	1.0017681952757718	0.005899283315816949	0.7644433068912775	2.0	0.12139259512623805
P0A8T1	Escherichia coli (strain K12)	0.923289230023798	1.411582309723185	0.005875425153783276	1.188101069965725	2.0	0.1260584869181806
P0A8U0	Escherichia coli (strain K12)	0.2218119714198773	0.9396892989046256	0.0077360018426258625	0.5778504981004418	2.0	0.19040201481648925
P0A8U6	Escherichia coli (strain K12)	0.5102346857068861	0.8028270370971446	0.00347366363394675	0.6697504933941575	2.0	0.07777618823957792
P0A8W0	Escherichia coli (strain K12)	-0.035318910020768327	0.3102266357872173	0.003812121711750114	0.08178511434411394	2.0	0.08766900816688218
P0A8W2	Escherichia coli (strain K12)	0.8118157007920237	1.414279732843954	0.007356791895703899	1.1365541681407	2.0	0.15864495051283492
