estimate	se	df	Tval	pval	qval	signif	Protein.IDs	taxonomy
1.20832408257324	0.120573851556815	2457.90933451667	10.0214438451762	3.39818166425816e-23	1.3847590281852e-20	TRUE	P0A6Y8	Escherichia coli (strain K12)
1.48159314057096	0.148727702934538	1966.53358955303	9.96178325448272	7.70888976914522e-23	2.93194774219823e-20	TRUE	P0CE47, P0CE48	Escherichia coli (strain K12)
1.15304649346948	0.11688265279145	2147.99896307616	9.86499250258139	1.75971874284438e-22	6.27449714245449e-20	TRUE	P0A9Q7	Escherichia coli (strain K12)
1.47953170631439	0.150606816871713	1325.89165493737	9.8238030458784	4.91777598398474e-22	1.65034776403723e-19	TRUE	P0A836	Escherichia coli (strain K12)
1.19162203758035	0.122549940958791	2371.26975977925	9.72356272273563	6.1102220967553e-22	1.92892428248447e-19	TRUE	P0AFG8	Escherichia coli (strain K12)
1.6603457548015	0.169796973616138	1463.83388201157	9.77841783302375	6.42411242194653e-22	1.92892428248447e-19	TRUE	P0ABT2	Escherichia coli (strain K12)
1.29603892077359	0.134815179538359	1408.55803801046	9.61344950332414	3.09543392301699e-21	8.82972526540597e-19	TRUE	P0ABB0	Escherichia coli (strain K12)
1.50911168935525	0.158130364274821	1200.60232220122	9.54346558471528	7.41917706167391e-21	2.01554310175475e-18	TRUE	P08839	Escherichia coli (strain K12)
1.59312063059981	0.167824471633469	1145.92767296804	9.49277906311069	1.25814405846241e-20	3.26259629705821e-18	TRUE	P61889	Escherichia coli (strain K12)
1.31411232707278	0.139407237963409	1672.41014211634	9.42642825631269	1.36136154396194e-20	3.37676852534907e-18	TRUE	P0AG67	Escherichia coli (strain K12)
1.03142398062496	0.11050248169841	2578.84863680982	9.33394404154642	2.12977662927479e-20	5.06265652917196e-18	TRUE	P0A8T7	Escherichia coli (strain K12)
1.30781803410707	0.144474838235226	1480.10844360789	9.05222009646931	4.29672514459056e-19	9.80512677995566e-17	TRUE	P0A799	Escherichia coli (strain K12)
1.27061919864442	0.141891264175051	1562.20171205028	8.95487968221112	9.43212177747695e-19	2.06962518232715e-16	TRUE	P0ABB4	Escherichia coli (strain K12)
1.29220435914166	0.145767241649735	1471.05699510385	8.86484744114667	2.16625579211331e-18	4.57721825703943e-16	TRUE	P27550	Escherichia coli (strain K12)
1.33170382036597	0.151142576991743	1318.30388994784	8.81091117322102	3.83642717964831e-18	7.81672037853343e-16	TRUE	P0A9P0	Escherichia coli (strain K12)
1.31457076148139	0.150514203682762	1432.58167874931	8.7338651723003	6.73396957380731e-18	1.32473435926106e-15	TRUE	P0A6P9	Escherichia coli (strain K12)
1.12678544517134	0.129974455327105	1621.15951807141	8.66928383993278	1.03540950891477e-17	1.96900374945291e-15	TRUE	P25553	Escherichia coli (strain K12)
1.30161877145127	0.149755735256173	1272.47947548767	8.69161217248014	1.08144533850895e-17	1.99020827619147e-15	TRUE	P21599	Escherichia coli (strain K12)
1.39140406189097	0.161591887873307	1180.7770472542	8.61060589243114	2.28972600586348e-17	4.08215214482849e-15	TRUE	P0AEE5	Escherichia coli (strain K12)
1.40259496807654	0.162607194357337	878.777677342044	8.62566366525132	2.94750290748937e-17	5.09560729915965e-15	TRUE	P25526	Escherichia coli (strain K12)
1.43922510145595	0.168721527304866	836.302350957868	8.53018061444759	6.80212111153753e-17	1.14135591003887e-14	TRUE	P67910	Escherichia coli (strain K12)
1.33646260864943	0.158378598495146	1034.01088459375	8.43840406057382	1.07392751737486e-16	1.70187680183988e-14	TRUE	P0A705	Escherichia coli (strain K12)
1.17622407595634	0.140702952086218	1349.1853908569	8.35962613801867	1.547412356442e-16	2.38594256581124e-14	TRUE	P07813	Escherichia coli (strain K12)
1.44066207579768	0.171744038068474	980.513214480743	8.38842554303564	1.7017728963914e-16	2.55489851945077e-14	TRUE	P0ABK5	Escherichia coli (strain K12)
1.29903337909667	0.15597695616383	1432.78144203169	8.3283672860768	1.89253207379276e-16	2.76843473871479e-14	TRUE	P0AD61	Escherichia coli (strain K12)
1.36298656213157	0.164461813421931	706.097945910888	8.28755644712971	5.81429970279379e-16	8.29264495110964e-14	TRUE	P23721	Escherichia coli (strain K12)
1.22172013925706	0.150210194076415	1233.80280955522	8.13340363993903	1.00850492796061e-15	1.40329771073543e-13	TRUE	P0A6Z3	Escherichia coli (strain K12)
1.1490490708724	0.142773788127154	1895.35443452658	8.0480393911595	1.46955220834058e-15	1.99614174966262e-13	TRUE	P0A9G6	Escherichia coli (strain K12)
1.21843565734104	0.151215265889538	1294.08246834031	8.05762335021847	1.75288347530005e-15	2.32562795967135e-13	TRUE	P0AFG3	Escherichia coli (strain K12)
1.20001607485158	0.149192765320987	1374.19160998679	8.04339320522514	1.87079858045866e-15	2.42566043216288e-13	TRUE	P0A6T1	Escherichia coli (strain K12)
1.36505521251315	0.167251066844836	560.462199090508	8.16171303576529	2.18865687700618e-15	2.77473055184894e-13	TRUE	Q47146	Escherichia coli (strain K12)
1.07231839254549	0.134113741009424	1748.45125000781	7.99558929960907	2.32247146468371e-15	2.82516523518926e-13	TRUE	P21179	Escherichia coli (strain K12)
1.46209673171805	0.180430595448559	711.788668891899	8.10337475239833	2.32748056185618e-15	2.82516523518926e-13	TRUE	P00805	Escherichia coli (strain K12)
1.40038841076827	0.174759866309424	1146.46165790713	8.01321516399416	2.73192670112565e-15	3.24700871456705e-13	TRUE	P0A6P1	Escherichia coli (strain K12)
1.10996511174903	0.140111414531257	1982.58988487063	7.92201774182655	3.86010420147451e-15	4.49426417743104e-13	TRUE	P0A6F5	Escherichia coli (strain K12)
1.46169847915233	0.18187589928575	696.026588936227	8.0367903878007	3.95446493386925e-15	4.51204448954482e-13	TRUE	P69786	Escherichia coli (strain K12)
1.56739438661525	0.197256294607574	706.823408584758	7.94597906106601	7.6104398728543e-15	8.51324695581055e-13	TRUE	P0AC38	Escherichia coli (strain K12)
1.16873256916408	0.149959301956408	1266.92711834196	7.79366504055757	1.34913402690303e-14	1.48015569682342e-12	TRUE	P00350	Escherichia coli (strain K12)
1.15927975171088	0.14962759423546	1208.80422397667	7.74776709893894	1.97096619543206e-14	2.09696238339273e-12	TRUE	P0A850	Escherichia coli (strain K12)
1.22770749095365	0.157870529702175	923.371869936312	7.77667303245095	1.98485484142344e-14	2.09696238339273e-12	TRUE	P77804	Escherichia coli (strain K12)
1.20387777302933	0.156275248556044	871.421537146534	7.70357292119481	3.59453049324838e-14	3.72850844799673e-12	TRUE	P0AEM9	Escherichia coli (strain K12)
1.51929061627003	0.197197656033233	740.599549795819	7.70440504634593	4.22551054838278e-14	4.30473887116496e-12	TRUE	P0ABJ9	Escherichia coli (strain K12)
1.41920641047905	0.184923444492798	761.762197638212	7.67456184028804	5.08706595758165e-14	5.09152829614093e-12	TRUE	P19926	Escherichia coli (strain K12)
1.57240816570748	0.204714890756066	578.727036499559	7.68096624481083	6.77699855414522e-14	6.66599599162043e-12	TRUE	P69805	Escherichia coli (strain K12)
1.3107063451074	0.173839580375218	1127.77916876487	7.53974637006341	9.65061373873785e-14	9.33165277618634e-12	TRUE	P0A867	Escherichia coli (strain K12)
1.4654907476979	0.193230699063125	693.161880451891	7.58415073175898	1.07899897201696e-13	1.02594818922613e-11	TRUE	P0A991	Escherichia coli (strain K12)
1.29252216036062	0.17192946448346	990.270868349771	7.51774667735885	1.24582579037527e-13	1.16515346460507e-11	TRUE	P00509	Escherichia coli (strain K12)
1.54366195706523	0.205547183984104	815.395470458268	7.51001267516569	1.55290640423253e-13	1.4289243606688e-11	TRUE	P0AG55	Escherichia coli (strain K12)
1.19012951177365	0.159641078351833	1118.96949648861	7.45503302822048	1.79506558111188e-13	1.62553160956242e-11	TRUE	P0A9W3	Escherichia coli (strain K12)
3.0520521124393	0.318787801139615	56.2772362659268	9.57393006108986	2.05721632330116e-13	1.83381548819267e-11	TRUE	P0AFZ3	Escherichia coli (strain K12)
1.43087770204794	0.191381148707472	693.752785903791	7.47658644391902	2.3085514105149e-13	2.02619781492116e-11	TRUE	P0AG84	Escherichia coli (strain K12)
1.37586041865253	0.18473800061994	684.336578603939	7.44763077458588	2.87013629153444e-13	2.48092841563696e-11	TRUE	P09551	Escherichia coli (strain K12)
1.22999048386807	0.166851118008187	1157.64397061456	7.37178448997699	3.19681026719095e-13	2.72206008572005e-11	TRUE	P33570	Escherichia coli (strain K12)
1.13627212371923	0.15448858908175	1171.97422175955	7.35505535051492	3.57646775615631e-13	3.00055125718702e-11	TRUE	P05055	Escherichia coli (strain K12)
1.21387070346953	0.165411361070442	1121.17324078306	7.33849655558177	4.13753867846841e-13	3.42096495082062e-11	TRUE	P0AB71	Escherichia coli (strain K12)
1.36269019196508	0.18667340433362	873.745115343423	7.29986254244182	6.47692260210172e-13	5.27869192071290e-11	TRUE	P69797	Escherichia coli (strain K12)
1.42534580389089	0.196889286014181	819.101437391638	7.23932638868034	1.03919146154284e-12	8.3501229409886e-11	TRUE	P0A7R1	Escherichia coli (strain K12)
1.20004079351574	0.168297835476372	1066.19828148961	7.13045886846372	1.84221941980237e-12	1.45970302638507e-10	TRUE	P00961	Escherichia coli (strain K12)
1.29735544356943	0.182083815846326	895.739219841279	7.12504533991295	2.13873713240758e-12	1.67143771786099e-10	TRUE	P15288	Escherichia coli (strain K12)
1.38846597330264	0.195528657902728	1010.61899155278	7.10108680842774	2.33099688822095e-12	1.79707260098655e-10	TRUE	P60422	Escherichia coli (strain K12)
1.35651585993497	0.192838637183439	814.41423005237	7.03446093453031	4.24215005556270e-12	3.2268621422647e-10	TRUE	P0AFG6	Escherichia coli (strain K12)
1.68137864976181	0.237365632406596	502.839846041442	7.08349659853744	4.76745788953263e-12	3.57872990260311e-10	TRUE	P02413	Escherichia coli (strain K12)
1.08487364216979	0.157096483789614	1018.45889026961	6.90577927652837	8.77683316255606e-12	6.50283547953017e-10	TRUE	P0C0V0	Escherichia coli (strain K12)
1.16951065881143	0.169633123547162	1045.71896741002	6.89435314492856	9.34428935625374e-12	6.83450907402917e-10	TRUE	P0A9M8	Escherichia coli (strain K12)
1.04754534150607	0.153020998245191	1046.23857901289	6.84576204258941	1.29411475440189e-11	9.34547427071235e-10	TRUE	P07118	Escherichia coli (strain K12)
1.11099430356905	0.162503861632814	927.040067894964	6.83672555474034	1.46816641364372e-11	1.04698617372968e-09	TRUE	P16659	Escherichia coli (strain K12)
1.59087885752257	0.233637746789156	491.666451684672	6.80916880677781	2.87186843988215e-11	2.02271721599107e-09	TRUE	P0ACJ8	Escherichia coli (strain K12)
1.71289675602657	0.249524631981579	346.000211147549	6.86463994525811	3.0952590343006e-11	2.13902810057324e-09	TRUE	P09323	Escherichia coli (strain K12)
1.55385112191307	0.228457274109952	476.690195839223	6.80149550049008	3.11199530845888e-11	2.13902810057324e-09	TRUE	P0A7V8	Escherichia coli (strain K12)
1.50192105095014	0.224738016574564	945.749004670888	6.68298614467763	3.99391010769777e-11	2.7125306148114e-09	TRUE	P0AE08	Escherichia coli (strain K12)
1.89313215519524	0.277112271272493	323.974905919161	6.83164316939853	4.16502904721948e-11	2.79546949581025e-09	TRUE	P61714	Escherichia coli (strain K12)
1.06256836847829	0.160594410280588	1145.06153911356	6.61647168554489	5.6361423296249e-11	3.69229669439666e-09	TRUE	P08200	Escherichia coli (strain K12)
1.58185934748657	0.237388783720806	655.317833932595	6.66358082590375	5.67035136226304e-11	3.69229669439666e-09	TRUE	P0A7V0	Escherichia coli (strain K12)
1.57536636097149	0.236396673438086	648.485632351447	6.66408007380056	5.69539192124288e-11	3.69229669439666e-09	TRUE	P39177	Escherichia coli (strain K12)
1.39732513326483	0.211140763409758	609.405311758027	6.61797897620112	7.98750046998933e-11	5.12007754845946e-09	TRUE	P77581	Escherichia coli (strain K12)
1.68287313158924	0.251918568348271	377.743242478748	6.68022664078778	8.56220791893869e-11	5.42748846417169e-09	TRUE	P0A6L0	Escherichia coli (strain K12)
1.27362214500356	0.19489298628023	713.660476905877	6.53498193707323	1.21042579909419e-10	7.58843866355201e-09	TRUE	P0A717	Escherichia coli (strain K12)
1.22348085158041	0.187297235650364	711.163894556448	6.53229529700231	1.23377104452426e-10	7.65072153153356e-09	TRUE	P28304	Escherichia coli (strain K12)
1.30668386618518	0.20189404981437	575.348206770822	6.47212667924885	2.07063167611922e-10	1.27021007658711e-08	TRUE	P39325	Escherichia coli (strain K12)
1.19100596606614	0.185731248165524	943.946420538257	6.41252335204639	2.25898448128584e-10	1.3710113261421e-08	TRUE	P09148	Escherichia coli (strain K12)
1.01782864001087	0.159592487677929	1134.97100098574	6.37767262620111	2.61178789912424e-10	1.56844736468461e-08	TRUE	P27298	Escherichia coli (strain K12)
1.36042968871027	0.211332180598004	489.474579283665	6.43739957095356	2.90317594196518e-10	1.71667497113095e-08	TRUE	P26616	Escherichia coli (strain K12)
1.57914925307024	0.236318054245174	177.824195889431	6.68230473593827	2.91879881156357e-10	1.71667497113095e-08	TRUE	Q9C005	Homo sapiens
1.20814316601987	0.188330634042283	507.207173085857	6.41501140886415	3.23169831044243e-10	1.8813100878647e-08	TRUE	P0A7E5	Escherichia coli (strain K12)
1.30073311082177	0.205326316538424	717.325342453579	6.33495565863501	4.19022491386347e-10	2.38067486463997e-08	TRUE	P09169	Escherichia coli (strain K12)
2.31795798211995	0.313158732068682	62.2681504384605	7.40186284063627	4.22533238689434e-10	2.38067486463997e-08	TRUE	P77335	Escherichia coli (strain K12)
1.2659155462099	0.200529075510945	926.019727884973	6.3128777858491	4.24299917730388e-10	2.38067486463997e-08	TRUE	P0ADE6	Escherichia coli (strain K12)
1.47134867433542	0.230753779709381	481.669899261333	6.37627117609293	4.25642131802413e-10	2.38067486463997e-08	TRUE	P0A9Q1	Escherichia coli (strain K12)
1.45609663507718	0.228699884627319	437.801402312672	6.36684464205122	4.88054625337617e-10	2.70325401703991e-08	TRUE	P0AB77	Escherichia coli (strain K12)
1.11266914481861	0.177255760053942	1005.31129277119	6.27719598212216	5.11879384919381e-10	2.80795374131257e-08	TRUE	P0A870	Escherichia coli (strain K12)
1.54270529189579	0.242441426741811	417.225043844596	6.36320827107943	5.20646567563429e-10	2.82884635042797e-08	TRUE	P45523	Escherichia coli (strain K12)
0.954761266767763	0.153102817974051	1197.62668251853	6.23607899189409	6.20871348465626e-10	3.34157645565698e-08	TRUE	P00957	Escherichia coli (strain K12)
1.13426823908842	0.180944316357432	667.818778864497	6.26860385516512	6.53657070324644e-10	3.48515288430102e-08	TRUE	P0ABD5	Escherichia coli (strain K12)
1.22591554380277	0.195967930927658	735.182256571672	6.25569468432732	6.71444192529922e-10	3.5244504739354e-08	TRUE	P0AEK4	Escherichia coli (strain K12)
1.19801561330551	0.191878786288005	853.434850497426	6.2436063750545	6.73383175563468e-10	3.5244504739354e-08	TRUE	P0ABH7	Escherichia coli (strain K12)
1.19096795467708	0.191763028478126	776.315584192191	6.21062341437174	8.59554840836327e-10	4.44314470109118e-08	TRUE	P77596	Escherichia coli (strain K12)
1.35203256494873	0.216385314676382	518.319524945325	6.24826396824007	8.66526530866165e-10	4.44314470109118e-08	TRUE	P0AES6	Escherichia coli (strain K12)
1.22406616623017	0.197050053339418	740.604739256899	6.21195551833584	8.72273806349190e-10	4.44314470109118e-08	TRUE	P0A953	Escherichia coli (strain K12)
1.31125627433128	0.210089710593473	437.237384469073	6.24141120775106	1.02634864141052e-09	5.18169822942215e-08	TRUE	P76658	Escherichia coli (strain K12)
1.49399385469306	0.240784068700322	550.221067029337	6.20470391898093	1.07845437234349e-09	5.39700192475407e-08	TRUE	P0A9D8	Escherichia coli (strain K12)
1.71856474814561	0.275452754822897	410.434532272306	6.23905449502788	1.0972056030257e-09	5.4430938828362e-08	TRUE	P0A7J7	Escherichia coli (strain K12)
0.38610735882872	0.0634331884068902	6017.33387251178	6.08683511779428	1.22265269859983e-09	6.01313245302759e-08	TRUE	P78527	Homo sapiens
1.37841947858328	0.224107540324002	607.526092428987	6.15070548983064	1.39918217819631e-09	6.82250797146149e-08	TRUE	P0AC59	Escherichia coli (strain K12)
1.41129821351355	0.229000960609899	481.096453397841	6.16284844288354	1.51242447753112e-09	7.31218783416529e-08	TRUE	P0A915	Escherichia coli (strain K12)
1.24099099952338	0.20061126350843	398.499050223727	6.18604846916399	1.53127627804346e-09	7.34111862709069e-08	TRUE	P25665	Escherichia coli (strain K12)
1.34780524006406	0.218150075458421	415.680040474933	6.17833955469319	1.54553558792154e-09	7.34773377424364e-08	TRUE	P0A6J5	Escherichia coli (strain K12)
1.1383948236137	0.18655519563374	627.791777374361	6.10218771847389	1.83118710744133e-09	8.63382020491964e-08	TRUE	P77717	Escherichia coli (strain K12)
2.0155109637297	0.296153140042553	77.8466848050816	6.80563766246104	1.85565249839417e-09	8.6774569699498e-08	TRUE	P29018	Escherichia coli (strain K12)
1.56153944069754	0.252806013613608	321.277303293816	6.1768287010934	1.976219359885e-09	9.1661231285723e-08	TRUE	P0ACJ0	Escherichia coli (strain K12)
1.40989760717938	0.233051135188232	619.538449961564	6.04973499073765	2.51092577973303e-09	1.15522835269169e-07	TRUE	P02359	Escherichia coli (strain K12)
1.72992444075309	0.280305888978227	250.665267755008	6.17155938842036	2.70154624180881e-09	1.23298570476154e-07	TRUE	P0AB52	Escherichia coli (strain K12)
1.11288108011279	0.185303918778046	745.407019196131	6.00570720496084	2.97596347292144e-09	1.34745012801721e-07	TRUE	P23847	Escherichia coli (strain K12)
2.68042178215752	0.373247880203127	50.3187514526548	7.18134495686565	3.02055736396226e-09	1.35687242215785e-07	TRUE	P0ACV6	Escherichia coli (strain K12)
1.57397036213	0.257960412463542	289.200735136074	6.10159654769683	3.36388705997209e-09	1.49929497477662e-07	TRUE	P45464	Escherichia coli (strain K12)
1.28412329669594	0.21485166720687	666.4720529773	5.97679000302809	3.70742650305434e-09	1.6396021860407e-07	TRUE	P37194	Escherichia coli (strain K12)
1.52397930410053	0.252204908392164	283.382045525191	6.04262349141452	4.75943425571901e-09	2.08865941760592e-07	TRUE	O15355	Homo sapiens
1.11318503178476	0.188027922419154	657.821540251668	5.92031767124056	5.17507235717288e-09	2.25372425936422e-07	TRUE	P28635	Escherichia coli (strain K12)
1.40486508222989	0.238800363445783	682.792304940582	5.88301065357821	6.31022594042491e-09	2.71032475083692e-07	TRUE	P0A7W1	Escherichia coli (strain K12)
1.36433294589006	0.228662730388412	325.686283618166	5.96657331770931	6.31854849888361e-09	2.71032475083692e-07	TRUE	P0A7G6	Escherichia coli (strain K12)
1.17670099922761	0.200123999786334	567.511256964834	5.87985948953619	7.0131429569249e-09	2.98581944546691e-07	TRUE	P0A8L1	Escherichia coli (strain K12)
1.12994200894511	0.194595510532189	620.55517619877	5.80661910367249	1.01808702706555e-08	4.30236036252514e-07	TRUE	P37095	Escherichia coli (strain K12)
1.0058765312795	0.173765829437745	744.36224087758	5.78869006947006	1.04554975967994e-08	4.38592748453974e-07	TRUE	P33602	Escherichia coli (strain K12)
1.42426593019565	0.244781433968968	485.925611422278	5.81852106633303	1.07846722500182e-08	4.49098942966087e-07	TRUE	P00448	Escherichia coli (strain K12)
1.60925880562259	0.275694539369244	379.542089209299	5.83710801564797	1.14054978379929e-08	4.7150989250543e-07	TRUE	P0A7U3	Escherichia coli (strain K12)
1.02750503600684	0.17857429798987	654.492560135306	5.75393574312204	1.33959296207641e-08	5.4981135601769e-07	TRUE	P02930	Escherichia coli (strain K12)
1.43043862160037	0.248641300175467	573.702350171667	5.7530210008993	1.42727801213499e-08	5.8161578994501e-07	TRUE	P69783	Escherichia coli (strain K12)
1.19959987022925	0.209835817768356	691.891495228223	5.71684988286188	1.61402752398951e-08	6.53051562011358e-07	TRUE	P0A9B2	Escherichia coli (strain K12)
1.28245026866709	0.22199008586468	324.160416650675	5.77706100554794	1.78324288335114e-08	7.1643666545903e-07	TRUE	P52647	Escherichia coli (strain K12)
1.8605035878862	0.313689467764854	160.041354723181	5.93103619685713	1.79860973272418e-08	7.17557239523877e-07	TRUE	P36672	Escherichia coli (strain K12)
1.51812182862921	0.264572828557737	389.949069239444	5.73801110607213	1.92560754170944e-08	7.62888265656415e-07	TRUE	P0C0L2	Escherichia coli (strain K12)
1.51656678824998	0.265622440885061	425.346481715967	5.70948291566306	2.12950056690723e-08	8.37848326496947e-07	TRUE	P0ABP8	Escherichia coli (strain K12)
1.16595665298905	0.206661790251526	827.014718679627	5.64185886307274	2.31036905945198e-08	9.02784622203669e-07	TRUE	P62399	Escherichia coli (strain K12)
0.643694191698552	0.114932043753245	1884.826787895	5.60065035544429	2.44958129728959e-08	9.50670836805246e-07	TRUE	P31327	Homo sapiens
1.08003898527898	0.192873624954641	815.693964986716	5.59972357823926	2.93441578578441e-08	1.12354644683893e-06	TRUE	P0AC41	Escherichia coli (strain K12)
1.37079037969067	0.242908836043886	434.368848068509	5.64322978947957	3.01540338162448e-08	1.14685841947784e-06	TRUE	P68767	Escherichia coli (strain K12)
0.922776409739577	0.165209115203379	853.547799567864	5.58550542809701	3.13300517070971e-08	1.18369499992708e-06	TRUE	G3V0E5, P02786	Homo sapiens
1.04251740674059	0.186963472188773	686.731326187436	5.57604859674396	3.53900745044698e-08	1.32829194110526e-06	TRUE	P0A6H5	Escherichia coli (strain K12)
1.58831399499408	0.280734041094734	244.722104230521	5.65771784853873	4.27197553036527e-08	1.59291636606104e-06	TRUE	P37666	Escherichia coli (strain K12)
0.961206864468352	0.174657730290026	944.330930851263	5.50337430168267	4.80021347505468e-08	1.77826090098617e-06	TRUE	P00864	Escherichia coli (strain K12)
0.982136912371208	0.178609278985146	989.35558431381	5.49880117064292	4.86723657442383e-08	1.79145707465084e-06	TRUE	P0A8N5	Escherichia coli (strain K12)
1.3647438680015	0.247337028430182	430.797594372078	5.51774991663547	5.93673958382625e-08	2.17109611062364e-06	TRUE	P0ADV7	Escherichia coli (strain K12)
1.29329491029708	0.234995073500627	481.44999783754	5.50349797138889	6.06170292620259e-08	2.20267612700546e-06	TRUE	P0ADE8	Escherichia coli (strain K12)
0.525795872073972	0.0970335834644688	2389.65939325104	5.41869993151912	6.60490868226324e-08	2.38487367293113e-06	TRUE	O75643	Homo sapiens
1.4281503277281	0.259735166872108	319.810870693975	5.49848657356171	7.8463349052275e-08	2.81530444241024e-06	TRUE	P0AAI9	Escherichia coli (strain K12)
0.82164137646424	0.152589406754552	1083.73958984745	5.38465542228558	8.89699913783597e-08	3.1526323031897e-06	TRUE	P04825	Escherichia coli (strain K12)
1.80214680454498	0.319704676703501	141.231597929766	5.63691098649869	9.08311284209599e-08	3.19871350396035e-06	TRUE	P0AF03	Escherichia coli (strain K12)
1.00986369602853	0.186965934242608	659.654652821144	5.40132457883011	9.24474020942345e-08	3.23565907329821e-06	TRUE	P39180	Escherichia coli (strain K12)
1.5020918566513	0.276311027103429	359.47576383332	5.43623565225658	1.00652338389252e-07	3.50135116165052e-06	TRUE	P0A7R9	Escherichia coli (strain K12)
2.80695471584535	0.450015614596043	48.2260633153777	6.23746071203555	1.06768855661831e-07	3.69161407000451e-06	TRUE	P0ABP3	Escherichia coli (strain K12)
1.65077627539113	0.297826187253077	154.730936435112	5.54275059092903	1.25467802756552e-07	4.3120109320851e-06	TRUE	P23865	Escherichia coli (strain K12)
1.17436442655671	0.219952966478462	629.391245748952	5.33916157330709	1.30561577947315e-07	4.46020240831995e-06	TRUE	P21367	Escherichia coli (strain K12)
1.28594455872239	0.240775060097095	398.531323371548	5.34085448137287	1.55816684291182e-07	5.29127490405471e-06	TRUE	P0ABA6	Escherichia coli (strain K12)
1.26185618421495	0.237957999722937	331.881429708717	5.30285254407993	2.08586092119057e-07	7.03703961824176e-06	TRUE	P0ABU0	Escherichia coli (strain K12)
0.940932460474255	0.179664571286245	783.636256324407	5.23716197210159	2.09692679246468e-07	7.03703961824176e-06	TRUE	P04079	Escherichia coli (strain K12)
1.04737240795383	0.200073591271832	800.131305327851	5.23493581184737	2.11077716060726e-07	7.04209573173359e-06	TRUE	P62707	Escherichia coli (strain K12)
1.18469820953521	0.226208353021515	696.948394075084	5.23719921793753	2.16144771614452e-07	7.16922047709563e-06	TRUE	P0AET8	Escherichia coli (strain K12)
1.26638036367995	0.240285927052897	402.756707254031	5.2703060025699	2.22498416920713e-07	7.33730328631601e-06	TRUE	P0AFG0	Escherichia coli (strain K12)
1.09730751048595	0.210345164897722	585.334448035189	5.216699471174	2.53155872821424e-07	8.30031180716221e-06	TRUE	P0ACA3	Escherichia coli (strain K12)
1.88308061002295	0.337445844231225	88.7109689321417	5.58039354229717	2.57548248516847e-07	8.3960729016492e-06	TRUE	P76594	Escherichia coli (strain K12)
1.7117911092437	0.323448230995237	246.038759332792	5.29231866248453	2.67308178850164e-07	8.66473386556923e-06	TRUE	P76108	Escherichia coli (strain K12)
1.21848727721613	0.233661780639605	478.767422581332	5.21474788851113	2.74414412999538e-07	8.84482613651054e-06	TRUE	P0A8G6	Escherichia coli (strain K12)
1.23732307165404	0.237993968845178	574.589953015273	5.19896818250445	2.78995261643271e-07	8.94195487457788e-06	TRUE	P06720	Escherichia coli (strain K12)
1.36754020270323	0.264399089214977	556.376862193518	5.17225761542361	3.23243973559546e-07	1.03022730120515e-05	TRUE	P68066	Escherichia coli (strain K12)
1.09138308501322	0.211907191498734	723.531990968825	5.15028809213273	3.35654587097691e-07	1.06383856632907e-05	TRUE	P0A825	Escherichia coli (strain K12)
0.707190300632607	0.13763018090554	854.250487550358	5.13833736161381	3.43628532298227e-07	1.08309435180187e-05	TRUE	Q9UQ35	Homo sapiens
2.26184882729463	0.401337431138109	69.3572762369098	5.63577840442269	3.47153254105956e-07	1.08819193113982e-05	TRUE	P04846	Escherichia coli (strain K12)
